time	reference
12.72	0.9999999973280141
12.74	0.9999999974106589
12.76	0.9999999974907474
12.780000000000001	0.9999999975683588
12.8	0.9999999976435696
12.82	0.9999999977164542
12.84	0.9999999977870845
12.86	0.9999999978555302
12.88	0.9999999979218588
12.9	0.9999999979861358
12.92	0.9999999980484248
12.94	0.9999999981087871
12.96	0.9999999981672825
12.98	0.9999999982239686
13.0	0.9999999982789014
13.02	0.9999999983321352
13.040000000000001	0.9999999983837223
13.06	0.9999999984337139
13.08	0.9999999984821593
13.1	0.9999999985291061
13.120000000000001	0.999999998574601
13.14	0.9999999986186887
13.16	0.9999999986614128
13.18	0.9999999987028154
13.200000000000001	0.9999999987429374
13.22	0.9999999987818184
13.24	0.9999999988194969
13.26	0.9999999988560099
13.280000000000001	0.9999999988913936
13.3	0.9999999989256828
13.32	0.9999999989589116
13.34	0.9999999989911125
13.36	0.9999999990223174
13.38	0.9999999990525572
13.4	0.9999999990818617
13.42	0.9999999991102597
13.44	0.9999999991377795
13.46	0.999999999164448
13.48	0.9999999991902917
13.5	0.999999999215336
13.52	0.9999999992396057
13.540000000000001	0.9999999992631248
13.56	0.9999999992859164
13.58	0.9999999993080031
13.6	0.9999999993294066
13.620000000000001	0.9999999993501482
13.64	0.9999999993702481
13.66	0.9999999993897264
13.68	0.9999999994086022
13.700000000000001	0.9999999994268942
13.72	0.9999999994446205
13.74	0.9999999994617984
13.76	0.999999999478445
13.780000000000001	0.9999999994945767
13.8	0.9999999995102096
13.82	0.9999999995253588
13.84	0.9999999995400395
13.86	0.9999999995542661
13.88	0.9999999995680527
13.9	0.999999999581413
13.92	0.9999999995943599
13.94	0.9999999996069064
13.96	0.9999999996190648
13.98	0.9999999996308472
14.0	0.9999999996422652
14.02	0.99999999965333
14.040000000000001	0.9999999996640525
14.06	0.9999999996744434
14.08	0.9999999996845129
14.1	0.999999999694271
14.120000000000001	0.9999999997037272
14.14	0.999999999712891
14.16	0.9999999997217713
14.18	0.999999999730377
14.200000000000001	0.9999999997387164
14.22	0.999999999746798
14.24	0.9999999997546295
14.26	0.9999999997622189
14.280000000000001	0.9999999997695734
14.3	0.9999999997767005
14.32	0.9999999997836072
14.34	0.9999999997903003
14.36	0.9999999997967863
14.38	0.9999999998030717
14.4	0.9999999998091628
14.42	0.9999999998150654
14.44	0.9999999998207855
14.46	0.9999999998263286
14.48	0.9999999998317003
14.5	0.9999999998369058
14.52	0.9999999998419503
14.540000000000001	0.9999999998468388
14.56	0.9999999998515762
14.58	0.9999999998561669
14.6	0.9999999998606157
14.620000000000001	0.9999999998649269
14.64	0.9999999998691047
14.66	0.9999999998731534
14.68	0.9999999998770768
14.700000000000001	0.9999999998808788
14.72	0.9999999998845632
14.74	0.9999999998881337
14.76	0.9999999998915937
14.780000000000001	0.9999999998949467
14.8	0.999999999898196
14.82	0.9999999999013448
14.84	0.9999999999043963
14.86	0.9999999999073533
14.88	0.9999999999102189
14.9	0.9999999999129958
14.92	0.9999999999156869
14.94	0.9999999999182947
14.96	0.9999999999208219
14.98	0.9999999999232709
15.0	0.9999999999256441
15.02	0.999999999927944
15.040000000000001	0.9999999999301726
15.06	0.9999999999323324
15.08	0.9999999999344253
15.1	0.9999999999364536
15.120000000000001	0.9999999999384191
15.14	0.9999999999403238
15.16	0.9999999999421696
15.18	0.9999999999439583
15.200000000000001	0.9999999999456917
15.22	0.9999999999473714
15.24	0.9999999999489992
15.26	0.9999999999505766
15.280000000000001	0.9999999999521053
15.3	0.9999999999535867
15.32	0.9999999999550222
15.34	0.9999999999564134
15.36	0.9999999999577616
15.38	0.999999999959068
15.4	0.999999999960334
15.42	0.9999999999615609
15.44	0.9999999999627498
15.46	0.999999999963902
15.48	0.9999999999650185
15.5	0.9999999999661006
15.52	0.9999999999671491
15.540000000000001	0.9999999999681651
15.56	0.9999999999691498
15.58	0.999999999970104
15.6	0.9999999999710287
15.620000000000001	0.9999999999719248
15.64	0.9999999999727932
15.66	0.9999999999736348
15.68	0.9999999999744502
15.700000000000001	0.9999999999752405
15.72	0.9999999999760063
15.74	0.9999999999767484
15.76	0.9999999999774676
15.780000000000001	0.9999999999781645
15.8	0.9999999999788398
15.82	0.9999999999794943
15.84	0.9999999999801286
15.860000000000001	0.9999999999807432
15.88	0.9999999999813388
15.9	0.999999999981916
15.92	0.9999999999824754
15.94	0.9999999999830174
15.96	0.9999999999835426
15.98	0.9999999999840516
16.0	0.9999999999845449
16.02	0.999999999985023
16.04	0.9999999999854863
16.06	0.9999999999859351
16.080000000000002	0.9999999999863701
16.1	0.9999999999867917
16.12	0.9999999999872002
16.14	0.9999999999875961
16.16	0.9999999999879798
16.18	0.9999999999883517
16.2	0.9999999999887119
16.22	0.9999999999890611
16.240000000000002	0.9999999999893995
16.26	0.9999999999897273
16.28	0.9999999999900451
16.3	0.9999999999903529
16.32	0.9999999999906514
16.34	0.9999999999909405
16.36	0.9999999999912207
16.38	0.9999999999914922
16.4	0.9999999999917554
16.42	0.9999999999920104
16.44	0.9999999999922575
16.46	0.999999999992497
16.48	0.999999999992729
16.5	0.999999999992954
16.52	0.9999999999931719
16.54	0.9999999999933831
16.56	0.9999999999935877
16.580000000000002	0.999999999993786
16.6	0.9999999999939782
16.62	0.9999999999941644
16.64	0.999999999994345
16.66	0.9999999999945198
16.68	0.9999999999946894
16.7	0.9999999999948537
16.72	0.9999999999950129
16.740000000000002	0.9999999999951671
16.76	0.9999999999953165
16.78	0.9999999999954614
16.8	0.9999999999956017
16.82	0.9999999999957377
16.84	0.9999999999958695
16.86	0.9999999999959973
16.88	0.9999999999961211
16.9	0.9999999999962411
16.92	0.9999999999963574
16.94	0.99999999999647
16.96	0.9999999999965792
16.98	0.999999999996685
17.0	0.9999999999967876
17.02	0.9999999999968869
17.04	0.9999999999969832
17.06	0.9999999999970764
17.080000000000002	0.9999999999971668
17.1	0.9999999999972544
17.12	0.9999999999973394
17.14	0.9999999999974216
17.16	0.9999999999975013
17.18	0.9999999999975786
17.2	0.9999999999976535
17.22	0.9999999999977262
17.240000000000002	0.9999999999977965
17.26	0.9999999999978647
17.28	0.9999999999979308
17.3	0.9999999999979947
17.32	0.9999999999980568
17.34	0.9999999999981168
17.36	0.9999999999981751
17.38	0.9999999999982315
