time	N_iters	x0	x1
0.0	0	0.2	0.0
0.1	50	1.6657809601874858	-0.15617787423944832
0.2	50	1.5556266697384837	-0.3117433626271081
0.30000000000000004	50	1.425376517120221	-0.4559467888531181
0.4	50	1.261895164753297	-0.5859188837880848
0.5	37	1.0301085327570279	-0.6889296989823
0.6	50	-1.9484070071173654	-0.5053920239849874
0.7	50	-1.8740577493471562	-0.3177744862093956
0.7999999999999999	50	-1.7943471560527815	-0.1376960250032708
0.8999999999999999	50	-1.7077683897268687	0.034228622812392376
0.9999999999999999	50	-1.611953797762404	0.1971877721070151
1.0999999999999999	50	-1.502799198548306	0.35003715152249537
1.2	50	-1.3722518089389086	0.4909791422310753
1.3	50	-1.2142380465194629	0.6160361448950009
1.4000000000000001	50	1.941102422171246	0.435919486563683
1.5000000000000002	50	1.8630276854000338	0.2509821859714702
1.6000000000000003	50	1.7791162415520299	0.07380300458638443
1.7000000000000004	50	1.687502578965003	-0.09494224395331656
1.8000000000000005	50	1.585175469946603	-0.25434310892700135
1.9000000000000006	50	1.4666974550229355	-0.4030768092619
2.0000000000000004	50	1.3213071543848456	-0.5389389192267489
2.1000000000000005	50	1.1590377622358972	-0.6551845970880615
2.2000000000000006	50	-1.698720436541619	-0.47204081632244144
2.3000000000000007	50	-1.7445608917193434	-0.28513028059091555
2.400000000000001	50	-1.700256975801494	-0.10603481564925774
2.500000000000001	50	-1.6339735449481552	0.06461765881901968
2.600000000000001	50	-1.5523402186400925	0.22602351081123448
2.700000000000001	50	-1.4537667018066556	0.3769703567845658
2.800000000000001	50	-1.330746108957245	0.5154407241234134
2.9000000000000012	50	-1.1860619551034577	0.6361268841408153
3.0000000000000013	50	1.943387996340362	0.455136297931534
3.1000000000000014	50	1.8663909545391657	0.26945004639187153
3.2000000000000015	50	1.7836745436779224	0.09145851631304164
3.3000000000000016	50	1.693485916216703	-0.07818046319908734
3.4000000000000017	50	1.593016534395423	-0.23858593218332516
3.5000000000000018	50	1.4772556645737847	-0.3884892977286354
3.600000000000002	50	1.336248454311999	-0.525815343041822
3.700000000000002	50	1.1769971698479686	-0.6447764780306313
3.800000000000002	50	-1.94925967360729	-0.46337873712881467
3.900000000000002	50	-1.8722122915999737	-0.2773665467604042
4.000000000000002	50	-1.7895196489883298	-0.09902599406813271
4.100000000000001	50	-1.699445864810289	0.07099266586771998
4.200000000000001	50	-1.599223054258102	0.23182082109122193
4.300000000000001	50	-1.483941970941039	0.38221285414112005
4.4	50	-1.34385007648169	0.5201493036520706
4.5	50	-1.1835013040035274	0.6402366827798174
4.6	50	1.9505762864361356	0.45901743140731005
4.699999999999999	50	1.8730901987526605	0.27317038153162604
4.799999999999999	50	1.789949053121572	0.09501048494495871
4.899999999999999	50	1.699380724035691	-0.07480814141164183
4.999999999999998	50	1.5985576892304727	-0.23541057135611512
5.099999999999998	50	1.4824532289776269	-0.38553989617797557
5.1999999999999975	50	1.3410738997865623	-0.5231519148125094
5.299999999999997	50	1.1802698369268052	-0.6426690523422063
5.399999999999997	50	-1.9512024918474744	-0.46134248544095346
5.4999999999999964	50	-1.8738095284682346	-0.2754051056934441
5.599999999999996	50	-1.7907764519929243	-0.09714761303102233
5.699999999999996	50	-1.700342238107818	0.0727779789206607
5.799999999999995	50	-1.5996997917646214	0.23350017092790787
5.899999999999995	50	-1.4838660955060545	0.3837683128316901
5.999999999999995	50	-1.3429367450345941	0.521552718977981
6.0	0	-1.3429367450346017	0.521552718977988
