z_upper theta
-20.0 0.9756235597242621
-19.6 0.9751390962638252
-19.2 0.9746360289884434
-18.8 0.9741110051195088
-18.4 0.9735605894846224
-18.0 0.9729926762307328
-17.6 0.9723984797236447
-17.2 0.9717744609965674
-16.8 0.9711221604865977
-16.4 0.9704426970112745
-16.0 0.9697226786977559
-15.6 0.9689752200470425
-15.2 0.9681872582748255
-14.8 0.9673564610237946
-14.399999999999999 0.9664806164225008
-14.0 0.965560646837887
-13.6 0.9645870088355695
-13.2 0.9635555069763685
-12.8 0.9624618647743414
-12.399999999999999 0.9613025155667313
-12.0 0.9600696130601062
-11.6 0.9587540545529271
-11.2 0.9573514338749586
-10.799999999999999 0.9558528590237505
-10.399999999999999 0.9542453606289565
-10.0 0.9525161039732479
-9.6 0.9506550709823394
-9.2 0.9486472149366295
-8.799999999999999 0.9464759638172692
-8.399999999999999 0.9441187318700001
-8.0 0.9415582933086322
-7.6 0.9387691539929081
-7.199999999999999 0.935724807905144
-6.799999999999999 0.9324005960434367
-6.399999999999999 0.9287671996978096
-6.0 0.9247957982608243
-5.6 0.9204601908864942
-5.199999999999999 0.9157481613509698
-4.799999999999999 0.9106579967469711
-4.399999999999999 0.9052147568204362
-4.0 0.8994941168575746
-3.599999999999998 0.8936442958660604
-3.1999999999999993 0.887936197534828
-2.8000000000000007 0.8828287418740627
-2.3999999999999986 0.8790947541553495
-2.0 0.8779153282560204
-1.5999999999999979 0.8779153282560204
-1.1999999999999993 0.8779153282560204
-0.7999999999999972 0.8779153282560204
-0.3999999999999986 0.8779153282560204
0.0 0.8779153282560204
0.40000000000000213 0.8779153282560204
0.8000000000000007 0.6688332407422889
1.2000000000000028 0.5236954704260056
1.6000000000000014 0.43465497926166824
2.0 0.3757768732341089
2.400000000000002 0.3334816214186585
2.8000000000000007 0.3008591451618618
3.200000000000003 0.2753159192369261
3.6000000000000014 0.2540780960988326
4.0 0.23486145621550109
4.400000000000002 0.2175902022966649
4.800000000000001 0.20212544811412164
5.200000000000003 0.1883246997211796
5.600000000000001 0.17600764791815407
6.0 0.1650098346027692
6.400000000000002 0.15517679383143285
6.800000000000001 0.14636163143790196
7.200000000000003 0.13843254786885473
7.600000000000001 0.13128146865759632
8.0 0.12480287471340254
8.400000000000002 0.11891726344560884
8.8 0.11354829949003817
9.200000000000003 0.10863937653995367
9.600000000000001 0.10412922484629278
10.0 0.09997379725764705
10.400000000000002 0.09613224035448246
10.8 0.09257729844322145
11.200000000000003 0.08927623373021328
11.600000000000001 0.08620107992861249
12.0 0.08332782403343877
12.399999999999999 0.08063993948634082
12.800000000000004 0.0781200477234364
13.200000000000003 0.07575287667343536
13.600000000000001 0.07352495097931672
14.0 0.07142100093218404
14.399999999999999 0.06943708617684743
14.800000000000004 0.06756041005693443
15.200000000000003 0.0657825063643853
15.600000000000001 0.06409577722017203
16.0 0.06249338453316939
16.4 0.06096915734309372
16.800000000000004 0.05951757281378141
17.200000000000003 0.058133537729952355
17.6 0.05681241333175189
18.0 0.055550005573471437
18.400000000000006 0.054342485109029254
18.800000000000004 0.053186348494137815
19.200000000000003 0.052078384238200194
19.6 0.051015643013117166
20.0 0.04999541143703745
