time	N_iters	x0	x1
0.0	0	0.2	0.0
0.05	200	8.732239317299117e+72	-1.3570167100278308e+216
0.1	200	-1.6680621971024149e+72	-1.3570167100278308e+216
0.15000000000000002	200	-1.6467979992851279e+72	-1.3570167100278308e+216
0.2	200	-1.637465336385027e+72	-1.3570167100278308e+216
0.25	200	-1.6319298529897999e+72	-1.3570167100278308e+216
0.3	200	-1.6281648635366125e+72	-1.3570167100278308e+216
0.35	200	-1.6253924775928808e+72	-1.3570167100278308e+216
0.39999999999999997	200	-1.6232418939605559e+72	-1.3570167100278308e+216
0.44999999999999996	200	-1.6215110382431805e+72	-1.3570167100278308e+216
0.49999999999999994	200	-1.6200791911729495e+72	-1.3570167100278308e+216
0.5499999999999999	200	-1.618869218399023e+72	-1.3570167100278308e+216
0.6	200	-1.6178292304428604e+72	-1.3570167100278308e+216
0.65	200	-1.6169228688663511e+72	-1.3570167100278308e+216
0.7000000000000001	200	-1.6161238009855792e+72	-1.3570167100278308e+216
0.7500000000000001	200	-1.6154124254922469e+72	-1.3570167100278308e+216
0.8000000000000002	200	-1.6147738110373145e+72	-1.3570167100278308e+216
0.8500000000000002	200	-1.6141963571721417e+72	-1.3570167100278308e+216
0.9000000000000002	200	-1.6136708964213392e+72	-1.3570167100278308e+216
0.9500000000000003	200	-1.6131900754531158e+72	-1.3570167100278308e+216
1.0000000000000002	200	-1.6127479183132894e+72	-1.3570167100278308e+216
1.0500000000000003	200	-1.6123395116378404e+72	-1.3570167100278308e+216
1.1000000000000003	200	-1.6119607735328313e+72	-1.3570167100278308e+216
1.1500000000000004	200	-1.6116082810540473e+72	-1.3570167100278308e+216
1.2000000000000004	200	-1.6112791395024504e+72	-1.3570167100278308e+216
1.2500000000000004	200	-1.6109708820639603e+72	-1.3570167100278308e+216
1.3000000000000005	200	-1.6106813918059318e+72	-1.3570167100278308e+216
1.3500000000000005	200	-1.6104088403742975e+72	-1.3570167100278308e+216
1.4000000000000006	200	-1.6101516393243217e+72	-1.3570167100278308e+216
1.4500000000000006	200	-1.6099084011195015e+72	-1.3570167100278308e+216
1.5000000000000007	200	-1.6096779076081853e+72	-1.3570167100278308e+216
1.5500000000000007	200	-1.609459084340807e+72	-1.3570167100278308e+216
1.6000000000000008	200	-1.609250979490621e+72	-1.3570167100278308e+216
1.6500000000000008	200	-1.6090527464337181e+72	-1.3570167100278308e+216
1.7000000000000008	200	-1.6088636292605663e+72	-1.3570167100278308e+216
1.7500000000000009	200	-1.6086829506534826e+72	-1.3570167100278308e+216
1.800000000000001	200	-1.6085101016866386e+72	-1.3570167100278308e+216
1.850000000000001	200	-1.6083445331984104e+72	-1.3570167100278308e+216
1.900000000000001	200	-1.6081857484574612e+72	-1.3570167100278308e+216
1.950000000000001	200	-1.6080332968994039e+72	-1.3570167100278308e+216
2.000000000000001	200	-1.607886768754154e+72	-1.3570167100278308e+216
2.0500000000000007	200	-1.6077457904180711e+72	-1.3570167100278308e+216
2.1000000000000005	200	-1.6076100204518616e+72	-1.3570167100278308e+216
2.1500000000000004	200	-1.6074791461066958e+72	-1.3570167100278308e+216
2.2	200	-1.607352880298059e+72	-1.3570167100278308e+216
2.25	200	-1.6072309589607103e+72	-1.3570167100278308e+216
2.3	200	-1.6071131387293227e+72	-1.3570167100278308e+216
2.3499999999999996	200	-1.6069991948984309e+72	-1.3570167100278308e+216
2.3999999999999995	200	-1.6068889196228176e+72	-1.3570167100278308e+216
2.4499999999999993	200	-1.6067821203255294e+72	-1.3570167100278308e+216
2.499999999999999	200	-1.606678618285813e+72	-1.3570167100278308e+216
2.549999999999999	200	-1.6065782473834344e+72	-1.3570167100278308e+216
2.5999999999999988	200	-1.6064808529792878e+72	-1.3570167100278308e+216
2.6499999999999986	200	-1.6063862909151947e+72	-1.3570167100278308e+216
2.6999999999999984	200	-1.6062944266181432e+72	-1.3570167100278308e+216
2.7499999999999982	200	-1.6062051342963567e+72	-1.3570167100278308e+216
2.799999999999998	200	-1.606118296216219e+72	-1.3570167100278308e+216
2.849999999999998	200	-1.606033802050698e+72	-1.3570167100278308e+216
2.8999999999999977	200	-1.605951548290978e+72	-1.3570167100278308e+216
2.9499999999999975	200	-1.6058714377142326e+72	-1.3570167100278308e+216
2.9999999999999973	200	-1.6057933789012988e+72	-1.3570167100278308e+216
3.049999999999997	200	-1.6057172857988173e+72	-1.3570167100278308e+216
3.099999999999997	200	-1.6056430773210851e+72	-1.3570167100278308e+216
3.149999999999997	200	-1.6055706769874045e+72	-1.3570167100278308e+216
3.1999999999999966	200	-1.6055000125912941e+72	-1.3570167100278308e+216
3.2499999999999964	200	-1.6054310158982626e+72	-1.3570167100278308e+216
3.2999999999999963	200	-1.6053636223692948e+72	-1.3570167100278308e+216
3.349999999999996	200	-1.6052977709075092e+72	-1.3570167100278308e+216
3.399999999999996	200	-1.6052334036257155e+72	-1.3570167100278308e+216
3.4499999999999957	200	-1.6051704656328741e+72	-1.3570167100278308e+216
3.4999999999999956	200	-1.6051089048376622e+72	-1.3570167100278308e+216
3.5499999999999954	200	-1.6050486717675616e+72	-1.3570167100278308e+216
3.599999999999995	200	-1.604989719402002e+72	-1.3570167100278308e+216
3.649999999999995	200	-1.6049320030183466e+72	-1.3570167100278308e+216
3.699999999999995	200	-1.6048754800495194e+72	-1.3570167100278308e+216
3.7499999999999947	200	-1.6048201099522757e+72	-1.3570167100278308e+216
3.7999999999999945	200	-1.6047658540851636e+72	-1.3570167100278308e+216
3.8499999999999943	200	-1.604712675595373e+72	-1.3570167100278308e+216
3.899999999999994	200	-1.604660539313702e+72	-1.3570167100278308e+216
3.949999999999994	200	-1.6046094116569573e+72	-1.3570167100278308e+216
3.999999999999994	200	-1.6045592605371842e+72	-1.3570167100278308e+216
4.049999999999994	200	-1.6045100552771722e+72	-1.3570167100278308e+216
4.099999999999993	200	-1.6044617665317093e+72	-1.3570167100278308e+216
4.149999999999993	200	-1.6044143662141583e+72	-1.3570167100278308e+216
4.199999999999993	200	-1.6043678274278983e+72	-1.3570167100278308e+216
4.249999999999993	200	-1.604322124402294e+72	-1.3570167100278308e+216
4.299999999999993	200	-1.6042772324328272e+72	-1.3570167100278308e+216
4.3499999999999925	200	-1.6042331278250463e+72	-1.3570167100278308e+216
4.399999999999992	200	-1.6041897878421083e+72	-1.3570167100278308e+216
4.449999999999992	200	-1.6041471906555964e+72	-1.3570167100278308e+216
4.499999999999992	200	-1.604105315299382e+72	-1.3570167100278308e+216
4.549999999999992	200	-1.6040641416263415e+72	-1.3570167100278308e+216
4.599999999999992	200	-1.6040236502676643e+72	-1.3570167100278308e+216
4.6499999999999915	200	-1.6039838225946421e+72	-1.3570167100278308e+216
4.699999999999991	200	-1.6039446406827054e+72	-1.3570167100278308e+216
4.749999999999991	200	-1.603906087277572e+72	-1.3570167100278308e+216
4.799999999999991	200	-1.6038681457633663e+72	-1.3570167100278308e+216
4.849999999999991	200	-1.6038308001325797e+72	-1.3570167100278308e+216
4.899999999999991	200	-1.6037940349577258e+72	-1.3570167100278308e+216
4.94999999999999	200	-1.6037578353646096e+72	-1.3570167100278308e+216
4.99999999999999	200	-1.6037221870070713e+72	-1.3570167100278308e+216
5.04999999999999	200	-1.6036870760431326e+72	-1.3570167100278308e+216
5.09999999999999	200	-1.6036524891124583e+72	-1.3570167100278308e+216
5.14999999999999	200	-1.6036184133150037e+72	-1.3570167100278308e+216
5.1999999999999895	200	-1.6035848361908439e+72	-1.3570167100278308e+216
5.249999999999989	200	-1.6035517457010579e+72	-1.3570167100278308e+216
5.299999999999989	200	-1.6035191302096054e+72	-1.3570167100278308e+216
5.349999999999989	200	-1.6034869784661722e+72	-1.3570167100278308e+216
5.399999999999989	200	-1.6034552795898849e+72	-1.3570167100278308e+216
5.449999999999989	200	-1.6034240230538555e+72	-1.3570167100278308e+216
5.4999999999999885	200	-1.6033931986705188e+72	-1.3570167100278308e+216
5.549999999999988	200	-1.6033627965777019e+72	-1.3570167100278308e+216
5.599999999999988	200	-1.6033328072253794e+72	-1.3570167100278308e+216
5.649999999999988	200	-1.603303221363093e+72	-1.3570167100278308e+216
5.699999999999988	200	-1.6032740300279748e+72	-1.3570167100278308e+216
5.749999999999988	200	-1.6032452245333557e+72	-1.3570167100278308e+216
5.799999999999987	200	-1.6032167964579244e+72	-1.3570167100278308e+216
5.849999999999987	200	-1.60318873763539e+72	-1.3570167100278308e+216
5.899999999999987	200	-1.6031610401446471e+72	-1.3570167100278308e+216
5.949999999999987	200	-1.6031336963003859e+72	-1.3570167100278308e+216
5.999999999999987	200	-1.6031066986441558e+72	-1.3570167100278308e+216
6.0	200	-1.6030800399358175e+72	-1.3570167100278308e+216
