z_upper theta
-5.0 0.9132486891059167
-4.9 0.9119640603470626
-4.8 0.9106579967469711
-4.7 0.9093287064193435
-4.6 0.9079770719670378
-4.5 0.9066057765430157
-4.4 0.9052147568204362
-4.3 0.9038059920580426
-4.2 0.9023829169313683
-4.1 0.9009421995931624
-4.0 0.8994941168575746
-3.9 0.8980353826629851
-3.8 0.8965701537316462
-3.7 0.895107689535022
-3.5999999999999996 0.8936442958660605
-3.5 0.8921887244938185
-3.4 0.8907469099886856
-3.3 0.8893296117500329
-3.2 0.8879361975348281
-3.0999999999999996 0.8865802516163535
-3.0 0.8852688109719765
-2.9 0.8840151041520632
-2.8 0.8828287418740624
-2.6999999999999997 0.8817291753052201
-2.5999999999999996 0.8807293180288719
-2.5 0.8798406861575806
-2.4 0.8790947541553495
-2.3 0.8785093981432196
-2.1999999999999997 0.8781059941418194
-2.0999999999999996 0.8779208114229305
-2.0 0.8779153282560204
-1.9 0.8779153282560204
-1.7999999999999998 0.8779153282560204
-1.6999999999999997 0.8779153282560204
-1.5999999999999996 0.8779153282560204
-1.5 0.8779153282560204
-1.4 0.8779153282560204
-1.2999999999999998 0.8779153282560204
-1.1999999999999997 0.8779153282560204
-1.0999999999999996 0.8779153282560204
-1.0 0.8779153282560204
-0.8999999999999995 0.8779153282560204
-0.7999999999999998 0.8779153282560204
-0.7000000000000002 0.8779153282560204
-0.5999999999999996 0.8779153282560204
-0.5 0.8779153282560204
-0.39999999999999947 0.8779153282560204
-0.2999999999999998 0.8779153282560204
-0.1999999999999993 0.8779153282560204
-0.09999999999999964 0.8779153282560204
0.0 0.8779153282560204
0.10000000000000053 0.8779153282560204
0.20000000000000018 0.8779153282560204
0.3000000000000007 0.8779153282560204
0.40000000000000036 0.8779153282560204
0.5 0.829468191414636
0.6000000000000005 0.7719037040225456
0.7000000000000002 0.7177940139216276
0.8000000000000007 0.6688332407422889
0.9000000000000004 0.625360738775259
1.0 0.5870620857982116
1.1000000000000005 0.5533770089128456
1.2000000000000002 0.5236954704260061
1.3000000000000007 0.4974554879636687
1.4000000000000004 0.4741438558012266
1.5 0.45333273946401637
1.6000000000000005 0.43465497926166846
1.7000000000000002 0.4177992791410388
1.8000000000000007 0.40250911593673816
1.9000000000000004 0.388560243156116
2.0 0.3757768732341089
2.1000000000000005 0.36399704888898315
2.2 0.35309333696802375
2.3000000000000007 0.3429527204066535
2.4000000000000004 0.33348162141865884
2.5 0.32459968228833724
2.6000000000000005 0.3162417016292518
2.7 0.3083452516497507
2.8000000000000007 0.3008591451618618
2.9000000000000004 0.2937478018317607
3.0 0.28697163327772907
3.0999999999999996 0.2809443816121823
3.200000000000001 0.27531591923692617
3.3000000000000007 0.26981667892973354
3.4000000000000004 0.26444097311540316
3.5 0.2591977301547528
3.5999999999999996 0.2540780960988327
3.700000000000001 0.24908507237229646
3.8000000000000007 0.24422337580901202
3.9000000000000004 0.23948216478200013
4.0 0.23486145621550109
4.1 0.23036764375135815
4.200000000000001 0.2259922860512762
4.300000000000001 0.2217328533691456
4.4 0.2175902022966647
4.5 0.2135570437887528
4.600000000000001 0.2096403833107987
4.700000000000001 0.2058327676345625
4.800000000000001 0.20212544811412164
4.9 0.19852650868070162
5.0 0.1950283484017151
